"Gene","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7","Sample_8","Sample_9","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_30"
"Gene_11",13.4481635948789,9.32800138829428,14.6789535899033,12.4473712819559,10.37950683765,10.4487518332154,11.2481224253482,11.8435804732872,14.2969610729186,8.92441740921298,12.4782583249611,10.786568989375,11.6393230559245,10.1486796176495,9.70359247443772,6.70997920012699,7.40111534111744,10.4138446828685,7.37622603662557,7.00486174615868,8.15791601297728,5.78413208964578,8.98116178913668,12.5729158294695,12.4727361175747,4.43067213928712,7.88346108262296,6.82677614927911,4.0118482962916,9.38353871577385
"Gene_12",11.7196276541147,12.3058950055557,14.0557402090968,9.43091867763343,11.842320642787,10.9393488536574,10.2521237604487,11.0773945810424,11.869264451164,13.0799346159562,13.0742107820554,9.76599505725243,12.6465522137671,11.250175101181,11.0758602995692,8.81848934389131,11.0219785824662,9.70136875717508,10.514305934906,11.6082888015871,6.87271461244287,11.5480264057265,7.22049692111239,9.07447785486414,5.14182020470642,7.73851550243237,11.1435364670592,5.99738974811862,4.83629207360478,7.42064497642223
"Gene_13",11.8015429011881,11.8825862496859,6.95274595448448,10.4631999489595,11.9053128147381,13.1786920413748,14.3392934963527,10.3481190899832,11.2681036171408,10.8164961836202,8.73258115375913,11.4487060134558,12.8316844160622,9.22475902082455,11.8664715165385,5.92437710818907,6.80744288593935,9.27717830605433,10.9713411408511,7.41932338322118,5.37890027718869,7.16690954452326,7.43960793208796,7.66776940665971,7.53882796777519,7.26032501800599,7.14902734242358,12.774304460158,6.43379614302488,5.46420752550651
"Gene_14",11.2213654318902,12.5032581131826,8.91898400273341,12.0155985316481,14.4967631301185,8.98915647950452,11.6088365022711,14.854593146186,14.0786282552546,10.8538454813756,8.5893803716597,10.5452418775021,13.4394738884625,7.25364230324957,10.2845998554628,8.47712316007819,5.07421088549277,6.40727739032456,8.44094601992386,6.62459955622892,10.1028062431698,9.32669386673948,5.52029131443545,10.8054450113236,6.49686344726121,7.63868020336669,5.00614637521485,8.17220100657405,10.0340649379338,12.3562504314448
"Gene_15",9.88831773049185,10.4440498296893,11.195583203581,11.9226620078033,10.39987692892,7.73492748984276,10.74067749823,8.43872574604813,10.1050630459303,11.9206940129778,14.3374114402175,13.535896788128,9.22749745357709,11.8946227077882,13.3280539999561,10.4320753789921,4.6919594790632,9.28313576321148,6.96950419559203,9.62744201123797,9.47660192731545,10.377727266544,13.2368227627171,6.97170407795361,11.1694530375842,5.9005393931825,10.2372900826282,6.45200024933503,5.94984269465799,4.55935899208617
"Gene_16",14.5738262736062,13.2453084325193,12.3936815987714,13.3588991711281,10.6469345649453,12.5470848903888,10.8771887891151,9.30089144938265,12.3315580940785,10.289646172473,14.0723158659031,9.12958341118758,14.0294895659053,13.8124382255629,12.7905447316876,6.81331161862629,8.33970924048498,9.68564680432084,7.98852538561755,9.76020498598939,9.48007602601172,7.63721917402084,7.09631651918222,7.24298835832988,6.84899089930366,8.75663099125405,8.89185274929975,8.50107671800209,6.89671855918251,7.0670826835537
"Gene_17",11.9957009564585,8.65478227960398,9.9122229667798,9.64120733317166,7.43595245453354,10.943583354521,9.7916325886871,8.90587487914657,9.35405518213511,10.2264316170719,10.8061332905892,7.56868256632775,12.4402334872203,11.6131500066863,11.3314392875468,5.39463518676798,8.01137694259086,9.05378959881691,9.14540009761191,7.77602570954458,6.57645991030101,6.06407268308835,5.95272613234065,8.08427578777822,6.11323607728345,5.25841294284079,11.2598602878039,5.94911415330479,5.56077888675748,9.72066024103291
"Gene_18",7.06676568674072,10.9022464640527,9.28290139611195,10.3627768600675,13.6240309495818,11.7125221795846,11.5385244952527,15.2009647291412,10.0653735447942,9.78667912267935,11.2655473784809,15.339776137197,10.0580279071952,12.0481791032161,12.8096139862756,7.58870107803321,4.694813695856,6.77590114958947,5.06686031140382,7.87860111069557,12.5209493071059,9.26063225275389,9.19464123699334,9.84126798969624,10.371924050829,7.36776843815664,10.3459234634516,7.42985463069034,12.1901315987786,8.37016734746236
"Gene_19",12.4027118031274,9.59171932556409,11.4595718726717,9.683961412271,12.4616806866136,8.34601376654392,9.06283373325104,11.5704370575266,13.8203156732421,11.3192382667411,9.94751868252838,8.49765403691383,13.2259583623343,11.6450317911452,12.1676407290399,5.98200450126652,6.83529812975216,13.2241702651855,7.30269169961564,8.52629768575689,6.28258710465725,7.17861967788701,8.70469772441734,8.63174717489181,9.82921344779506,8.78870005518,4.4277689283438,7.7471042118905,10.1587020954934,4.44522005475142
"Gene_20",10.0544171845441,12.3615172760344,9.11471369678494,10.6747680394487,12.9846674782937,9.590925008372,11.3813150368572,12.5823704278486,9.39652264899117,8.95745816554329,8.47144568411321,11.2903094228296,9.99169139563948,11.7440106412307,9.87407787011506,8.75096234239561,9.85727092279177,9.27590416860667,9.52051987531507,7.81925349534541,8.24526560928419,8.97210831212227,8.63100344415561,12.0231925880967,7.75735777979946,4.62024337102043,8.59218862974679,10.3414390721816,10.4459446023526,11.6059878450148
"Gene_21",8.86435258802631,11.2600135228043,15.0870086042087,14.9786982394663,9.00099989194995,10.5595629474349,7.26805347803991,12.8113422288796,12.1476904266696,12.5211355385823,12.5705031060609,9.8630396601791,9.58302394263097,9.86854051912432,12.6412384995561,8.04641032531114,7.11441921127555,11.213641281851,6.13370020429401,14.311219838538,8.96623840504139,3.74294975413474,10.549508344252,7.27754072556715,10.5218906001039,5.075329467784,7.17094142777821,8.66970388840842,8.96737426076626,9.64174095158876
"Gene_22",10.5640501706834,13.2194161635403,7.34900920020032,10.8778961178061,14.0474157819572,15.1865753184105,10.4177162383783,10.4590546228806,9.11718802745094,12.4423472928881,8.02264152658421,14.0816966843759,11.0448250526876,9.87698566878934,13.9841165517285,10.3289707610274,10.1357061059694,7.08352253335427,8.98445124263914,7.38460451388306,8.10778936127809,6.78611429536783,7.33892677483891,9.35988620811505,7.24879031520773,13.1167532801354,3.6484657156284,10.3380271575296,8.82047270925275,11.8972854709328
"Gene_23",8.94799110338552,15.1170017379627,12.0175844148002,10.9443800321635,9.61298164635211,14.4609498990934,13.2106195535503,10.0655206633946,12.9389743032252,11.0090252246092,10.1510861589422,13.4120014521374,10.561305637601,8.32789370427727,10.9371889752519,7.91026962723208,6.56477909640229,8.14776441475688,5.59498654047563,8.12035456684712,10.7081138707641,7.97383975301547,6.4187428068018,9.52059405135529,10.9466891439204,8.17577393434293,6.09999499151195,10.5207884006857,11.4317172374907,8.07679309295223
"Gene_24",9.54221754141772,11.28131106345,7.00734558653967,12.0230517866022,14.0165268215387,11.0716270981185,10.1833023785329,11.8762544210234,12.0776565502277,12.0421250826798,8.26633379725651,9.23331174032979,14.6337834165232,9.14940264112135,11.6124887740927,8.90037361783599,9.55318252425212,9.42422878395176,4.81155645519173,9.48675414335791,7.88721602900145,6.67825268020051,6.50473529020221,8.28277358512782,10.2733494060826,11.4628298413043,10.3177231359503,11.1617848029645,9.83802996615014,9.43540438265457
"Gene_25",9.74992146430149,9.93076669560324,10.0113541656242,8.5664932334529,10.9218365319404,13.1298598438352,12.3392906197398,13.5564511941594,7.50599227612766,10.8329667247685,12.6175154884289,8.43125737220969,12.9795066606174,11.7124120102449,10.2209605194507,7.92632971304018,9.68501988087857,7.28996832787072,6.87171540425972,8.24891102139398,6.94331858397192,8.78563756128896,6.70868539178653,7.31807922810954,6.71566493957657,10.4302527536329,10.7662637961824,6.6376225423084,6.6544503641129,7.94203270852134
"Gene_26",7.62661337851517,9.35296654696259,13.9686745683152,12.9072020541603,12.1558131482567,9.86443660400022,15.1305784757615,5.99352740315111,7.71517559118858,12.2915069721801,7.28362865231319,8.35699970309636,14.3934973436746,11.5268920425839,10.8697456972008,10.2097333704919,6.91070918823303,5.11091626016241,8.1745546436773,7.90493284230889,8.76385115538503,9.14443600295882,9.88774789122151,4.373581751093,8.57744984894839,8.59908780854361,11.3907627739789,8.63813408902117,8.35360420033215,4.84978798238787
"Gene_27",12.6755740889891,10.4739320355387,13.2435371486429,10.8832719096196,11.2958897058388,10.2451174967964,13.0532621789369,13.4589781439306,12.5531192856797,13.907102379269,8.91186660147967,13.1456979631368,13.6259423123011,9.93182206958268,11.8704375168763,7.24515815247354,6.3761204437435,6.24715768033504,6.82736209641829,7.2719059360604,6.23542431267521,6.07489040492075,5.13252157690767,8.74658740975783,6.9546316183358,7.65508492361949,8.81313331228476,10.1187471429438,10.5855295770294,7.0477791732315
"Gene_28",11.306746235673,10.8607963272792,8.20027870380016,9.5901076558431,9.31505149400101,10.8216114465508,12.2766636928424,10.0510931711354,9.07681571170449,7.7380529322411,11.2762611009984,7.49269102116417,9.74012120749308,12.7842989054761,10.5892345026303,8.57094832433091,6.3839082150185,8.05713442937415,5.23244920035053,8.29457941383017,8.55378046813613,7.12461220253048,3.93048325687314,8.88957380829858,8.781828517653,10.2649932649451,10.0032016893631,8.11115285030185,9.43687575089837,4.43933669202532
"Gene_29",8.72372612597611,14.9836038294411,8.04780392741091,11.7486316437306,10.6783928309335,8.1654149357177,12.5599100704773,9.88873731187079,12.9352743539985,10.4860684694531,12.6098897043174,13.3020494711821,10.2868306477625,9.32974882341616,13.201346048518,8.23408333386676,6.7954203710084,6.10067807542296,7.69319620597628,7.6099125452344,6.34448907749452,9.57381982280692,6.52171233425535,9.33253568467201,6.64392336709295,8.04639655431714,8.00136978447477,9.28959370743261,8.62601077567742,7.41456961586681
"Gene_30",13.5076298421399,8.74178091452446,11.1162116794815,10.6336653656837,9.94035041547648,10.9853665162513,8.26932096173258,11.954078884494,6.69858257611444,11.8955935301223,7.11823682829167,10.3401670616931,8.27410772872969,12.0731728845677,10.422632153351,12.7375270557231,8.13411146058046,6.1450917677584,7.7883158781317,5.76182819277403,9.67915678946955,11.2635801498604,9.86510892853399,9.89523417742059,3.46693745374115,10.6717479715027,7.93910072467534,8.88423910630821,8.86026342115011,11.0867937900864
"Gene_31",11.8529284429536,8.81356512695024,9.09404672250747,10.6967704603442,8.95843407124954,11.4657821541765,9.16072883688132,12.3813752322918,16.1351405899322,9.0471074091122,14.299531875882,9.64056916167876,11.7764881188074,11.0978514719063,9.8270400602872,8.92795591063006,5.87253865838561,10.5075428591132,7.46836402258353,4.59608620525998,8.31159076716654,9.05524422839714,8.95498266961891,5.63666577105399,8.02028731238096,5.80241985095687,6.74645078553749,8.43149553067152,10.494788832465,10.1196468834794
"Gene_32",10.4098570340155,10.1840666193644,11.8115402296573,10.7702507225667,10.7160677510429,8.76223944679154,15.0769877385536,13.5395254706623,10.6609538037078,9.92941685061514,13.7120074359478,11.2675590498877,11.8102411175504,10.1512518805298,13.6440802953989,10.708277750282,9.34724421631391,8.70920078987432,10.0935140939497,9.17990587256568,6.09313482435914,8.50668982237848,6.56117611111579,9.19055626946147,10.4724143665393,6.83647871092152,4.77288010378267,5.78154784254864,6.74733100105771,8.28416250551127
"Gene_33",12.79025132209,12.1751189269966,9.03212303220961,14.0944104284393,9.22565421657636,8.05963978474433,9.94634238146836,12.1360718508908,12.458802960394,10.5207430407844,12.6460342283371,7.46531397279074,12.8472779993207,7.98683803474306,11.3265138664614,5.43479774644454,7.70619711578406,8.14960049151861,5.75088653511408,9.39834171303915,8.24676172473765,11.1329601463661,7.9694593761788,8.25068469366007,12.4981331254418,8.07784903581671,9.50709221155885,7.00685732527846,8.03557502532272,6.98520753914254
"Gene_34",12.7562669750661,12.6422237194748,7.77975396806022,9.89418027013649,10.9624211070957,17.0703693516574,13.284160270776,13.5081442437737,8.68795010278426,13.226421415754,11.6311334158813,9.26081291915536,9.05277443305482,11.887419067643,11.6951199993817,8.52792620501923,7.21921997349436,8.08122019436408,8.52428876040052,9.42886042624106,5.57459427499121,4.85911476687092,6.50881801446381,7.52726668295143,8.99165274698603,10.1463088219758,5.56298738508014,9.19669018160831,10.5803160106527,8.06724495395681
"Gene_35",12.643162163275,9.18413060151631,10.1396624642063,12.9085193544909,11.367460358952,10.0469203343847,11.9709856497256,11.5458820916399,13.846298758084,11.11830044653,10.3103488357369,11.1394921647535,8.61442656818546,12.6297640206748,12.972348428375,6.28304585175234,10.5643601413008,8.39702757017505,6.40198435520601,5.95674458594876,10.020429968769,10.562632403165,11.4097242582518,5.42574120774074,9.51186955076704,10.6993918596932,9.05646705642921,5.86203630329947,6.90563728892403,8.59616483797565
"Gene_36",12.3772805082002,11.2540772126992,8.55157873440657,11.3288402149575,12.4353378114788,11.9026260089052,8.40485725248348,12.1908494965812,12.0221398035544,7.57780121562781,11.0788982829064,10.2239023618488,10.0712557027598,12.7031274757659,12.1617685775794,8.65902731069982,6.38061955395553,6.58996361074841,11.6141748774519,5.47155741830742,7.03938394266685,10.2038157571073,8.12288842806728,7.97362308190581,5.9177177234945,10.3905587489995,10.1543256386076,9.55055193100797,7.74984910124282,5.33740895907368
"Gene_37",12.1078353070752,10.9142140442048,13.1732839346442,10.444549178342,9.30002153662706,9.96518174285574,12.4649128783735,11.8521531978242,10.1632464571622,12.3102675102542,9.93463328690141,11.6599154755203,11.1528128882888,10.7374987821314,10.5138909050342,9.24204897185912,7.9854799507653,6.62598389786923,6.51817368197547,8.57249382503439,7.78859062648587,8.31216273062308,9.76077759900675,6.79566163946426,7.8628417399347,7.95564175345727,5.83786781047703,5.94595112578613,8.90018048079218,7.91180294867456
"Gene_38",10.8761765788466,13.3904129408515,10.3303888392377,9.71116076155228,12.3481798836526,14.0988500451007,9.95796832522254,9.20966178067732,4.74960163154257,11.0497562821924,10.6871612244215,13.1085430251001,12.2742158326401,10.9812051744836,10.6135289939147,7.7780943559724,6.55461393777792,9.34365764487663,12.0571780690778,6.98173078016446,10.2994266748561,6.88393939353956,9.93461226489308,11.8737333175113,7.22093099467906,9.39698895254825,8.90101928993524,6.08719771675821,11.3729082564645,5.89206453701244
"Gene_39",10.3880746725202,13.1783844730041,10.9243185921999,10.2657879805255,11.0093086284487,10.2480520672499,10.1079427531641,9.84250972673857,9.4753769821919,10.5516211139164,13.509282782319,13.2428207578387,10.7215411050231,11.0622749069476,13.157386128063,5.4538800333331,10.0923605108653,9.10014755305589,7.42829005043513,8.44258085813027,9.98342837405955,5.37810081593218,5.81697363101976,7.07271866878093,5.32417438315822,9.34481251730748,6.23162779831722,9.64772939297141,11.9608740035972,10.7588469931648
"Gene_40",10.2390579979752,10.375438611131,13.7611826597849,10.4481733522071,10.2796964485265,11.9288369734098,9.88918830996811,11.3326760332114,10.4843562476804,11.1716942761818,10.0058118319343,10.4311108863411,11.6935363382821,8.14097646451803,12.4150577661662,8.12315528292215,9.11791767486844,7.2009609719278,2.27191161775857,10.2240034792173,11.6536781025727,9.14481867267674,9.61489711397253,11.5580149412778,10.8851133246163,6.41670829568121,6.60157616274833,7.72731693854523,10.4383839635652,7.05848031812019
"Gene_41",9.61058604215897,11.0919875333238,14.7156424848338,13.1812430070194,13.2356837926616,12.4985563052342,13.0270204201434,8.65533494016044,9.13767497352228,11.1559436719146,9.62429541783941,12.5030542408059,13.153509094974,9.74517911440306,11.5319477046222,7.88560180088006,5.83472673138129,7.87153604423,4.1214223032282,7.42109709396266,5.15389663974042,9.4227759103538,12.0804927049101,7.27334541403481,10.168050501332,7.56418910739262,8.18961389474615,9.0890627662612,6.06777220168609,7.79854756918428
"Gene_42",10.5841654439608,12.3054452268031,10.894099564375,9.43725415772779,11.4944472221148,9.92680333240208,12.5210220095847,12.0331370231745,11.9406069662527,12.4254274284052,12.3659359532633,11.2817737971857,5.43871518631324,10.1601451154093,10.9776136829306,11.2822052404456,9.38321318805206,9.13791848091301,9.09521272245904,6.25981272855142,7.12624600314691,7.76850437158849,8.72429117099921,9.45458423586798,7.74735019422114,8.04614074258277,7.27949808603726,7.24794784060375,11.1283761493502,7.00259379365369
"Gene_43",8.46920729686347,7.69301472680607,11.66667240156,14.2866474675288,9.42289890657368,9.73223370276321,12.0312121512631,12.1161917322459,6.25813709393854,7.28049519890056,8.16209310991247,12.1223902108726,11.4615269470383,9.58161310245788,10.4587181197233,8.55835249959904,6.00985475859548,10.5672844125301,9.74865396519544,10.2746185047826,8.39609961717469,8.51916120737169,9.22928421872682,9.26571720108117,7.93359669197651,8.23078789386004,9.26704099735348,7.00760926575279,8.49891355408938,8.86663611991648
"Gene_44",15.337911930677,10.3794580690399,13.6181953640728,10.658429547898,8.46424154344549,13.1307944957774,12.4075447008178,11.5418587444538,11.2673347912452,10.3656847842294,11.0206197445234,11.6486167994759,9.31217172858817,11.678839935542,13.2758455476227,9.48261942750481,4.6095875375958,9.18950111135413,7.72475004727529,4.21594589715923,9.01613959417801,10.0553262219448,6.88772377973672,7.76436199917611,8.43573435699309,7.44583942071434,12.7091750220312,9.31963839300565,7.11826312964615,8.09724147720874
"Gene_45",13.41592399661,12.149745768005,10.6510755103067,9.69271617978615,11.6827362149832,13.6454168873157,7.2588393643594,12.2363454214808,9.48994719313046,6.47060159112009,12.6545151304188,9.78370730056846,12.8130731090779,6.08936519031594,12.1135898903915,4.31416626036038,9.335941569743,6.65770273801611,10.8680758686087,9.63968494504401,9.07426582671378,2.90028022770184,5.6293028040167,5.51249009618848,6.26637860774313,8.07376753251425,6.02774086399443,8.77628608972588,8.05405267719567,10.0549434047747
"Gene_46",8.7537828335933,9.95353569123976,8.91274826978559,9.58418093892215,9.48397559736578,11.4366012471063,10.9147550565816,12.1869797499328,10.9950417070687,10.7862397873441,12.3080424352638,13.07422466379,8.54135986163287,9.56122149383959,12.1669934579983,12.6992036548751,4.6867932573931,9.598447039113,10.8925295113366,7.85240018979018,8.3180830467867,8.20813356475147,10.2548117608857,9.36836281925289,8.71217081431862,8.95040027700794,9.24760911722476,6.13768598873005,8.89801216172637,11.1190931277316
"Gene_47",10.1942303294018,10.8801635973036,12.9884007323231,11.3762109727135,14.6161402239779,8.48483055309604,9.83933247807834,8.67903045605383,9.39786529587804,11.0867816547522,11.256541664927,8.60876081934951,9.43870965069186,10.9198490388289,8.91376394496099,6.00818243879244,7.05838240978884,6.69649696595956,3.45156398471748,10.2391991315599,7.88529527006848,8.10150566104399,11.308914202247,5.25486084386986,8.66865003019083,11.414978483204,7.30248492503041,6.88297152451525,5.59743385020704,10.0925348637014
"Gene_48",10.0666892927536,10.9579849291326,7.95073092074034,14.4960695944452,12.0895854349379,12.6505294282771,9.46960826509736,11.0098100851404,11.6123774822406,10.8898153249481,11.4176753982984,9.72719523182953,10.3820379254603,10.2367122490462,9.38213009570375,6.09976090475038,9.83930433039357,8.87357378505223,9.89730994085007,8.41457222775288,8.58357671521835,10.9743645129272,12.5779848528101,6.31227349694102,7.46829166682763,10.1520111988483,5.49296979511682,8.57151253142571,9.50505006533886,9.39642658428209
"Gene_49",12.5599302366726,9.55269357136737,10.5094937417004,10.5514783216904,5.52665107992806,9.50563920304485,9.34861579218861,12.433411001629,13.6609392173969,11.7227416257491,11.4621995660558,11.4551051362465,11.1177963006434,13.3109526318732,11.3441138425066,11.0231994854984,8.08985778208548,9.60523295601176,8.27751130674476,8.80675429953153,13.0498581984405,9.41716356254951,7.69362917480453,5.97462800716649,8.05387871758288,5.30857359532937,11.0918344036578,5.83941371532317,10.3877728971848,3.74643911208557
"Gene_50",10.8332618670563,9.01104032764322,10.1956898443531,10.8085689036335,8.95490064330262,10.6718787289163,10.2157355077865,10.3729974986097,12.7244644565803,9.74880359213081,11.5678603229326,13.425036661869,6.92383262982683,10.3112839493162,11.0314270897164,8.10285283300262,8.99666275057584,10.907140582073,7.00750389283435,8.08646385950466,6.23235318116692,5.27938556217418,5.9990363403935,10.0996774258881,12.6162497446894,5.11950217492962,10.792592757217,11.7585062198678,6.66506892343481,10.6428190543933
"Gene_51",11.5066370279895,10.6002655300037,9.95451132726461,11.4101448097583,8.50843063666465,13.7267307886507,9.37107049884708,12.3821483630484,8.39929757871328,11.2611721945222,12.0724420779226,11.0476642153682,14.3452307394699,13.9667748334718,11.2403843345224,5.97967345189539,9.785833430503,10.7432767679422,6.64759434655157,8.9062173521321,7.08867771527914,6.07325376805305,8.24622085452236,4.77549901257918,6.44165009176952,7.21214434266491,5.94272659176625,8.28789196405868,9.99735300611115,6.67549426384904
"Gene_52",10.9429064893026,10.3059443543858,5.49278249170187,11.1268233961455,8.96671616955058,7.71226779769086,8.90206236565481,11.7290101521802,11.2090475355906,10.7574580802331,9.70250000394242,10.3921681839166,13.2011580843678,11.1765797469207,11.6502918480737,12.0565831206199,9.65788021374012,10.5998068869515,7.87226197758366,5.21094739384493,6.11071407777087,5.79858866903041,6.08564617539884,10.8044491165293,11.735753568542,9.16212593299973,8.28819892411602,10.2331653640892,6.52153432997846,10.8065432043106
"Gene_53",10.9142590854174,12.6681901313229,9.82619951558534,9.51667113878735,7.70392104971274,12.4906718874095,8.00399373054936,7.83981207503949,11.5770593847974,14.0557391784927,6.06773494170591,8.07038392041365,8.22839417260903,12.4805668786461,13.1713118270264,7.04122424980311,10.147877972074,7.01043143675242,10.0735088483115,9.05504145139046,7.26134764185626,6.81860963176781,10.0994605646976,8.17667803084397,12.4984279899319,7.65842361460081,6.67789338369782,3.98178005217805,4.61981755495737,8.40590359419976
"Gene_54",13.7372045680289,14.0597644249898,13.5326258614519,12.9765823982627,12.0422535709747,11.5860895278191,14.7508899999752,11.7110626917849,11.2307139323556,10.5995949087157,8.31453288548877,11.972547229422,10.9193644225444,8.86937104523381,11.7238713503679,2.78481219005048,5.65134111769042,8.68219726308537,5.66049155683423,6.77447803279521,10.9868817763589,9.76494533337776,8.6953902169209,5.74258625153861,9.09340596190444,6.18829107648473,7.13326416619479,7.00162680218019,11.7994229537441,4.62699215268745
"Gene_55",10.5484580286815,10.9761552412667,10.0622586899334,8.53895153487002,11.7538950599213,11.5403769706661,11.9439308633657,12.4654416122966,13.6733098188739,9.07058394116172,11.0839838991709,11.7456714700225,9.93967786039633,12.5003197757385,13.570721642819,10.4662203706473,8.19311314473878,10.8278108356531,7.64216231912255,9.61833109341356,4.0290070694249,8.05129977108661,7.03972128460722,9.53397664131789,7.75596038916205,8.31242691258731,6.99396230727897,8.95617593112452,9.10048924848585,9.24047384667837
